board_name,board_id,name,position,city,term_end,add_info
Vocational Rehabilitation Board,BoardID=105,Jolleen Laverdure,"American Indian Vocational Rehabilitation Services Program (121 Program), representative of directors of the projects in state, Two term limit does not apply",Lower Brule,,
Vocational Rehabilitation Board,BoardID=105,Shawn Lyons,"Individual with a disability; Business, Industry and Labor representative",Pierre,6/30/2026,
Vocational Rehabilitation Board,BoardID=105,Chris Olson,"Individual with a disability, former recipient of Voc Rehab services",Madison,6/30/2027,
Vocational Rehabilitation Board,BoardID=105,Kara Schweitzer,Office of Special Education Rep of State Ed. Agency,Sioux Falls,6/30/2026,
Vocational Rehabilitation Board,BoardID=105,Vicki Stewart,"Individual with a disability, Business Industry and Labor, former recipient of vocational rehabilitation services, advocate",Sioux Falls,6/30/2026,
Vocational Rehabilitation Board,BoardID=105,Jennifer Trenhaile,"Vocational Rehabilitation Counseloar (Ex-officio, non-voting member)",Yankton,6/30/2026,
Vocational Rehabilitation Board,BoardID=105,Cole Uecker,"Rep of the Client Assistance Program. (CAP rep is not term-limited) Individual w/a Disability, Two term limit does not apply",Pierre,,
Vocational Rehabilitation Board,BoardID=105,Sherry Van Liere,"Individual with a disability; Community Rehab Program Provider; Advocate; Business, Industry and Labor representative",Wentworth,6/30/2026,
Vocational Rehabilitation Board,BoardID=105,Eric Weiss,"Director of Designated State Agency; (Ex-officio, non-voting member), Two term limit does not apply",Pierre,,
Vocational Rehabilitation Board,BoardID=105,Tana Zwart,"Individual with a disability, former VR receipient, advocate",Sioux Falls,6/30/2028,
Water and Natural Resources Board,BoardID=108,Cameron Becker,,Marion,6/30/2027,
Water and Natural Resources Board,BoardID=108,Todd Bernhard,Secretary,Ft. Pierre,6/30/2026,
Water and Natural Resources Board,BoardID=108,Gary Drewes,At Large,Rapid City,6/30/2027,
Water and Natural Resources Board,BoardID=108,Bruce Jennings,,Belle Fourche,6/30/2026,"Biography:
Not Specified"
Water and Natural Resources Board,BoardID=108,"Gene Jones, Jr.",Vice Chair,Sioux Falls,6/30/2029,
Water and Natural Resources Board,BoardID=108,Jacqueline Lanning,,Brookings,6/30/2027,
Water and Natural Resources Board,BoardID=108,Jerry Soholt,Chairman,Sioux Falls,6/30/2028,"Biography:
Not Specified"
Water Management Board,BoardID=106,Chad Comes,Vice Chair - Municipal,Madison,6/30/2026,
Water Management Board,BoardID=106,Peggy Dixon,Domestic,Rapid City,6/30/2028,
Water Management Board,BoardID=106,Rodney Freeman,Industrial,Huron,6/30/2028,"Biography:
Not Specified"
Water Management Board,BoardID=106,Kelly Hepler,Fish and Wildlife,"Pierre, SD",6/30/2027,
Water Management Board,BoardID=106,Leo Holzbauer,Secretary - Irrigator,Wagner,6/30/2026,
Water Management Board,BoardID=106,James Hutmacher,Licensed Well Driller,Oacoma,6/30/2028,
Water Management Board,BoardID=106,William Larson,At-Large - Chair,Burbank,6/30/2029,
Weed and Pest Control Commission,BoardID=109,Chuck Anderson,District IV,Lemmon,12/31/2026,
Weed and Pest Control Commission,BoardID=109,Christina Bennett,SD Department of Transportation,Pierre,,
Weed and Pest Control Commission,BoardID=109,Lynn Deibert,SD Association of County Commissioners,Herried,,
Weed and Pest Control Commission,BoardID=109,Dennis Feickert,District I,Aberdeen,12/31/2027,
Weed and Pest Control Commission,BoardID=109,Brock Greenfield,SD School and Public Lands,Pierre,,
Weed and Pest Control Commission,BoardID=109,Bruce Helbig,District III,Pierre,12/31/2025,"Biography:
Vice-Chairman"
Weed and Pest Control Commission,BoardID=109,Eric Jones,SDSU - Non-Voting Member,Brookings,,
Weed and Pest Control Commission,BoardID=109,Darwin Kurtenbach,District II,Dimock,12/31/2024,"Biography:
Chairman"
Weed and Pest Control Commission,BoardID=109,Deb Schultz,At Large,Tulare,12/31/2026,
Weed and Pest Control Commission,BoardID=109,Bill Smith,SD Department of Agriculture & Natural Resources- Non-Voting Member,Pierre,,
Weed and Pest Control Commission,BoardID=109,Ryan Wendinger,SD Game Fish and Parks,Sioux Falls,,
Wheat Utilization Research and Marketing Development Commission,BoardID=110,Tregg Cronin,Commissioner - East River,Gettysburg,10/30/2026,"Biography:
Tregg Cronin, Gettysburg, was appointed to the South Dakota Wheat Commission by Governor Daugaard in April 2016.

Tregg has worked in many areas of the agriculture industry including time as a commodity broker, grain buyer, elevator operations and production agriculture with his family farming operation. Tregg grew up on the farm he now works at with his family as Cronin Farms, Inc. in Gettysburg, SD. He graduation from the University of St. Thomas in St. Paul, MN in 2009, after which he took a job with CHS, Inc. in their commodity training program.

During this time he worked in a country location buying grain from farmers, loading shuttle trains and merchandising the grain leaving the elevator. In addition, time was also spent in CHS’s Grain Marketing department merchandising barges heading for New Orleans. Following his training program, Tregg was hired full time with CHS’s commodity brokerage, CHS Hedging, Inc. He worked there for two years managing risk for famer and elev"
Wheat Utilization Research and Marketing Development Commission,BoardID=110,Jamie Johnson,Commissioner - At Large,Frankfort,10/30/2026,"Biography:
Jamie was appointed by Governor Noem in December of 2023 to the SD Wheat Commission Board of Directors. She grew up in northeast Nebraska on an Angus cattle ranch. She graduated from Mount Marty University in 2004 with a B.A. in History and minors in English and Political Science. 

Since 2005 Jamie and her husband, Brian, have been farming with his parents, Alan & Mickie Johnson, south of Frankfort, SD where they operate a diversified cattle and grain operation focusing on sustainability and stewardship. The Johnsons raise Angus cattle in addition to corn, soybeans, spring & winter wheat, cover crops, and forages. Leaders in conservation, the Johnsons were named the South Dakota Leopold Conservation Award winners for 2019, and were also named the Region 7 winners of NCBA’s Environmental Stewardship Award in 2020. In 2022, Jamie and her husband Brian were named the Upper Midwest Region winners of the ASA Conservation Legacy Award. Jamie recently was also honored nationally with th"
Wheat Utilization Research and Marketing Development Commission,BoardID=110,Bryan Jorgensen,Commissioner - West River,Ideal,10/30/2025,"Biography:
On October 31, 2019, Governor Noem's office announce the appointment of Bryan Jorgensen to the South Dakota Wheat Utilization Research and Marketing Development Commission. Commissioner Jorgensen will hold the at large position.

Bryan Jorgensen, grew up on the family farm located near Ideal. In addition to farming, cattle and operating two hunting lodges, Bryan has served on several boards representing Tripp Water Users, SD No-till, SD Corn Utilization Council and Wheat & Barley Scab Initiative. Jorgensen believes that, “The SD Wheat Commission fills a vital role in strengthening the wheat and cereal grain industries in South Dakota. The importance of utilizing the checkoff dollars wisely to enhance cereal and grain research, promotion and market enhancement, cannot be understated."""
Wheat Utilization Research and Marketing Development Commission,BoardID=110,Leon Koeppe,Commissioner - East River,Claire City,10/30/2026,"Biography:
In January 2018, Governor Daugaard appointed Leon Koeppe, Claire City, SD, to the South Dakota Wheat Commission Board of Directors.

Leon began farming in 1981 around the Claire City area in northeast South Dakota. His operation consists of approximately 3,000 acres. On average each year, he plants 800 acres of spring wheat, 100 acres of winter wheat, 800 acres of corn, 800 acres of soybeans, 100 acres of barley, 40 acres of oats and the rest of the acres are used or his cow/calf operation.

In the early 1980’s, Leon purchased the certified seed cleaning business in Claire City from the local elevator. Since then, he has been producing, cleaning and selling certified spring wheat, winter wheat, barley and oats, all of which are raised on his farm, with primary sales being in spring wheat and winter wheat.

Leon was appointed to the South Dakota State’s University’s Foundation Seed Board of Director in 2001 and served until 2006. Leon became a Director on the South Dakota Crop"
Wheat Utilization Research and Marketing Development Commission,BoardID=110,Levi Neuharth,Commissioner - West River,Fort Pierre,10/30/2027,"Biography:
Levi Neuharth lives in west central Stanley County where he is a second-generation farmer. He grows a diverse rotation of crops and integrates livestock as much as he can across his acres keeping his operation sustainable for the future. Implementing soil health practices and making conservation minded decisions to help ensure the opportunity for the younger generations to come. The Neuharth’s are the recipients of the 2021 South Dakota Leopold Conservation Award. Neuharth values the importance of family - learning from his father when he was younger and now instilling his knowledge to his children to carry on the next generation. He farms with his wife, Crystal, and their three children: Johnathon, Justin and Kaydee who are all homeschooled.
Neuharth states that he is interested in serving on the Commission because wheat is the primary crop grown in his families’ diverse rotation. Keeping a healthy market with the most innovative varieties to help farmers thrive is a high prio"
Workers' Compensation Advisory Council,BoardID=107,Jason Dodson,Employer - Private,Pierre,10/30/2027,
Workers' Compensation Advisory Council,BoardID=107,Marcia Hultman,"Cabinet Secretary, SDDLR (non-voting member)",Pierre,,
Workers' Compensation Advisory Council,BoardID=107,Julie Johnson,,Mina,10/30/2028,
Workers' Compensation Advisory Council,BoardID=107,Jeff Kjenstad,Employer - Private,Brookings,10/30/2026,
Workers' Compensation Advisory Council,BoardID=107,Kate Lukkes,Employee - Private,Pierre,10/30/2027,
Workers' Compensation Advisory Council,BoardID=107,Amber Mulder,Employee - Private,Sioux Falls,10/30/2027,
Workers' Compensation Advisory Council,BoardID=107,Susan Peterson,Employer - Private,Belle Fourche,10/30/2028,
Workers' Compensation Advisory Council,BoardID=107,Michael Plank,Employee - AFL - Union,Rapid City,10/30/2028,
Workers' Compensation Advisory Council,BoardID=107,Kory Rawstern,Employee - Union,Madison,10/30/2026,
Workers' Compensation Advisory Council,BoardID=107,Taya Runyan,Employer Member,Pierre,10/30/2028,
"Workforce Development Council, South Dakota",BoardID=111,"Lee Anderson, Chair",Private Sector,Mitchell,6/30/2027,
